feature,mean_abs_shap
age_squared_diff,0.17724791
style_control_wrestler_score_abs_diff,0.14159188
age_diff,0.123267986
style_decision_technician_score_abs_diff,0.11385527
striking_edge,0.11149419
best_win_elo_diff,0.094425164
str_acc_diff,0.06617728
str_def_diff,0.06506325
ewm_decision_win_rate_diff,0.06400211
ewm_days_since_last_fight_diff,0.058645867
striking_edge_x_avg_opp_elo,0.051750667
recent_form_recent_td_avg_diff,0.050136514
height_diff,0.048309136
ewm_win_streak_diff,0.0441669
ewm_str_acc_diff,0.04290448
striking_edge_x_ewm_avg_opp_elo,0.041625194
recent_form_best_win_elo_diff,0.040510654
recent_form_ctrl_per_min_diff,0.040217385
ewm_recent_avg_fight_time_diff,0.04005142
style_edge_control_wrestler_vs_ko_finisher_net,0.03871601
chin_risk_diff,0.037662245
reach_diff,0.036465153
style_edge_control_wrestler_vs_ko_finisher,0.036096375
ewm_win_pct_diff,0.03499679
ewm_td_acc_diff,0.034372844
pressure_striking_adv_diff,0.031664707
ewm_str_def_diff,0.03121683
wrestling_mismatch_diff,0.029675685
grappling_edge,0.027651722
ewm_elo_diff,0.026234977
ewm_ctrl_per_min_diff,0.025555361
recent_form_kd_avg_diff,0.023879133
recent_form_avg_fight_time_diff,0.023758704
ewm_sapm_diff,0.02348666
style_all_round_finisher_score_diff,0.022061562
recent_form_elo_diff,0.022006901
style_submission_grappler_score_diff,0.020027215
recent_form_str_acc_diff,0.019194068
max_career_ko_losses,0.018670246
aggression_index_diff,0.018599432
style_all_round_finisher_score_abs_diff,0.018334901
ewm_recent_win_pct_diff,0.01774726
ko_rate_diff,0.01710478
recent_form_recent_avg_fight_time_diff,0.01702903
style_submission_grappler_score_abs_diff,0.017013546
td_avg_diff,0.016878763
style_edge_decision_technician_vs_submission_grappler,0.016863562
recent_form_recent_finish_rate_diff,0.016691662
weight_diff,0.016612351
recent_form_kd_absorbed_avg_diff,0.016591648
ewm_best_win_elo_diff,0.016226573
ewm_decision_loss_rate_diff,0.016083276
avg_opponent_elo_diff,0.015889185
ewm_kd_avg_diff,0.01576975
sapm_diff,0.015638573
recent_form_sub_win_rate_diff,0.0149498405
finish_loss_rate_diff,0.014753583
days_since_last_fight_diff,0.014659607
recent_form_recent_splm_diff,0.01463816
ewm_ctrl_against_per_min_diff,0.014627558
td_acc_diff,0.014584939
style_edge_ko_finisher_vs_decision_technician,0.01402848
ewm_recent_finish_rate_diff,0.013716177
recent_form_days_since_last_fight_diff,0.013218299
style_edge_decision_technician_vs_submission_grappler_net,0.013215173
style_decision_technician_score_diff,0.013040368
