feature,mean_abs_shap
recent_form_finish_loss_rate_diff,0.0128784245
reach_striking_combo,0.012472779
ctrl_per_min_diff,0.012400182
days_since_last_ko_loss_diff,0.012241308
recent_form_losses_diff,0.012156884
ewm_finish_loss_rate_diff,0.012128428
elo_diff,0.012030986
ewm_worst_loss_elo_diff,0.011190487
submission_mismatch_x_avg_opp_elo,0.011138436
avg_fight_time_diff,0.011121878
ewm_recent_td_avg_diff,0.010702084
ewm_ko_rate_diff,0.010607849
recent_form_decision_win_rate_diff,0.010325406
style_primary_score_diff,0.009892619
recent_form_win_streak_diff,0.009880908
ewm_td_avg_diff,0.00980286
recent_splm_diff,0.009643174
older_fighter_career_ko_losses,0.009546404
recent_form_ko_rate_diff,0.009424892
ewm_kd_absorbed_avg_diff,0.00942267
recent_form_recent_win_pct_diff,0.009343917
worst_loss_elo_diff,0.009051114
decision_win_rate_diff,0.009012902
ewm_recent_splm_diff,0.008867693
recent_form_ctrl_against_per_min_diff,0.008814032
ewm_sub_avg_diff,0.008738188
ewm_avg_fight_time_diff,0.008728549
wrestling_pressure_vs_defense,0.008691741
win_pct_diff,0.008691406
ko_recovery_gap,0.008227739
style_ko_finisher_score_abs_diff,0.008208972
recent_form_decision_loss_rate_diff,0.008200019
kd_absorbed_avg_diff,0.008148684
recent_form_recent_sapm_diff,0.008026383
recent_form_loss_streak_diff,0.007999092
recent_form_str_def_diff,0.0079890555
kd_avg_diff,0.007806021
style_edge_ko_finisher_vs_decision_technician_net,0.007654654
recent_form_td_def_diff,0.00761885
age_x_career_ko_losses_diff,0.0073579024
sub_avg_diff,0.007288937
style_score_spread_diff,0.0072604553
grappling_edge_x_avg_opp_elo,0.007097962
ewm_fights_diff,0.006914046
td_def_diff,0.0068633924
recent_form_sub_avg_diff,0.006848231
finish_volatility,0.0067670085
win_streak_diff,0.006736559
experience_ratio_diff,0.0067193815
recent_td_avg_diff,0.0064614606
wrestling_mismatch_x_avg_opp_elo,0.0064581027
recent_form_sapm_diff,0.00620652
ewm_splm_diff,0.005967477
sub_win_rate_diff,0.0059229867
ewm_recent_sapm_diff,0.005774226
submission_mismatch_diff,0.005763485
style_ko_finisher_score_diff,0.0057416866
wins_diff,0.005470969
ewm_finish_rate_diff,0.0052888836
ewm_wins_diff,0.0052480595
recent_avg_fight_time_diff,0.0051291264
recent_form_td_acc_diff,0.0050609186
ewm_td_def_diff,0.0048899264
recent_form_wins_diff,0.0041584456
style_control_wrestler_score_diff,0.004136255
ewm_sub_win_rate_diff,0.004037796
recent_form_worst_loss_elo_diff,0.00381832
splm_diff,0.0037461033
recent_ko_losses_3_diff,0.003724165
grappling_edge_x_ewm_avg_opp_elo,0.0036356635
ewm_losses_diff,0.0036098205
ewm_loss_streak_diff,0.0032531712
ctrl_against_per_min_diff,0.0032018023
ewm_avg_opponent_elo_diff,0.0031744014
recent_form_avg_opponent_elo_diff,0.0026434658
decision_loss_rate_diff,0.002610348
recent_form_fights_diff,0.0020023587
fights_diff,0.0017220606
recent_sapm_diff,0.0015781131
recent_form_td_avg_diff,0.0014185429
finish_rate_diff,0.0014033876
losses_diff,0.0014020082
recent_form_splm_diff,0.00137108
last_fight_ko_loss_diff,0.0009997692
recent_form_finish_rate_diff,0.0008773534
recent_win_pct_diff,0.0007918626
recent_finish_rate_diff,0.0005586032
loss_streak_diff,0.00053981517
career_ko_losses_diff,0.00040040107
recent_form_win_pct_diff,0.00028008944
