feature,mean_abs_shap
age_squared_diff,0.13762958
age_diff,0.12476002
striking_edge,0.10919034
best_win_elo_diff,0.077334754
str_acc_diff,0.06812061
ewm_days_since_last_fight_diff,0.045935888
str_def_diff,0.03390957
recent_form_best_win_elo_diff,0.031383853
style_all_round_finisher_score_diff,0.031168027
elo_diff,0.029491046
ewm_best_win_elo_diff,0.029273495
pressure_striking_adv_diff,0.027242966
style_edge_control_wrestler_vs_ko_finisher_net,0.02691623
ewm_sapm_diff,0.026569651
ewm_elo_diff,0.025997536
chin_risk_diff,0.025507467
wrestling_mismatch_diff,0.021563826
recent_form_avg_fight_time_diff,0.021474099
win_pct_diff,0.020806853
recent_form_elo_diff,0.019997658
td_avg_diff,0.019774308
recent_form_win_streak_diff,0.019451337
reach_diff,0.018374717
ctrl_per_min_diff,0.018019943
height_diff,0.017323002
avg_fight_time_diff,0.01521302
grappling_edge,0.01449842
ewm_decision_win_rate_diff,0.013401345
weight_diff,0.0127888275
older_fighter_age,0.011710778
days_since_last_fight_diff,0.011474059
style_edge_control_wrestler_vs_ko_finisher,0.011436199
avg_opponent_elo_diff,0.011404989
experience_ratio_diff,0.011071011
ewm_avg_fight_time_diff,0.009545666
submission_win_concentration_diff,0.0090465825
style_submission_grappler_score_diff,0.008743352
reach_striking_combo,0.008733337
style_flexibility_score_diff,0.008632429
ewm_kd_avg_diff,0.0084746005
ewm_win_pct_diff,0.00846129
ctrl_against_per_min_diff,0.008454146
recent_form_avg_opponent_elo_diff,0.008362433
recent_form_wins_diff,0.00815733
td_acc_diff,0.00802558
ewm_td_avg_diff,0.007634334
style_edge_decision_technician_vs_submission_grappler_net,0.0075721024
ewm_ko_rate_diff,0.0074543883
splm_diff,0.007331713
ko_rate_diff,0.0073279543
days_since_last_ko_loss_diff,0.0071928166
ewm_decision_loss_rate_diff,0.006539866
recent_form_sub_avg_diff,0.0064483415
style_decision_technician_score_diff,0.006339556
grappling_edge_x_avg_opp_elo,0.006311448
ewm_kd_absorbed_avg_diff,0.006145523
wrestling_pressure_vs_defense,0.0060796235
style_submission_grappler_score_abs_diff,0.006053617
td_def_diff,0.0059808614
sapm_diff,0.0059272274
style_edge_ko_finisher_vs_decision_technician,0.00592409
style_ko_finisher_score_abs_diff,0.0058613424
style_edge_decision_technician_vs_submission_grappler,0.005783774
recent_form_kd_absorbed_avg_diff,0.0057411427
ewm_splm_diff,0.0056958734
recent_form_splm_diff,0.005692503
recent_form_sub_win_rate_diff,0.0055524553
recent_form_days_since_last_fight_diff,0.0054297633
finish_dependency_abs_diff,0.005400845
striking_edge_x_ewm_avg_opp_elo,0.005219476
recent_form_td_avg_diff,0.0051524835
style_decision_technician_score_abs_diff,0.005032355
victory_concentration_index_diff,0.0048535853
kd_avg_diff,0.0048323544
style_all_round_finisher_score_abs_diff,0.004735083
style_control_wrestler_score_abs_diff,0.0047086705
age_x_career_ko_losses_diff,0.004623627
recent_form_sapm_diff,0.0045653596
recent_form_decision_win_rate_diff,0.004495364
recent_form_ko_rate_diff,0.0044650505
kd_absorbed_avg_diff,0.0044175107
recent_ko_losses_3_diff,0.0043235784
ewm_worst_loss_elo_diff,0.0042450614
ko_win_concentration_diff,0.0039823935
ewm_finish_rate_diff,0.0039576837
style_edge_ko_finisher_vs_decision_technician_net,0.003917096
fights_diff,0.0038988898
decision_win_rate_diff,0.003843603
ewm_avg_opponent_elo_diff,0.0038091082
submission_mismatch_x_avg_opp_elo,0.0036963013
striking_edge_x_avg_opp_elo,0.0036906716
submission_dependency_abs_diff,0.003495805
grappling_edge_x_ewm_avg_opp_elo,0.0034906564
style_control_wrestler_score_diff,0.0034487715
wrestling_mismatch_x_avg_opp_elo,0.0034038543
submission_mismatch_diff,0.0031395662
worst_loss_elo_diff,0.0029931173
style_flexibility_score_abs_diff,0.00298635
ewm_sub_win_rate_diff,0.0029058235
decision_dependency_diff,0.0026874214
recent_form_decision_loss_rate_diff,0.002643773
wins_diff,0.0024037003
style_ko_finisher_score_diff,0.0023538994
sub_avg_diff,0.0022250186
reach_mismatch_abs,0.0021717108
recent_form_win_pct_diff,0.0021495214
ko_recovery_gap,0.002121429
losses_diff,0.002076071
recent_form_worst_loss_elo_diff,0.002025147
decision_dependency_abs_diff,0.0018528211
finish_dependency_diff,0.0018067705
older_fighter_career_ko_losses,0.0017847468
ko_dependency_abs_diff,0.0016923592
height_mismatch_abs,0.001666118
ewm_sub_avg_diff,0.0014503539
career_ko_losses_diff,0.001296959
decision_loss_rate_diff,0.0011483411
sub_win_rate_diff,0.0009182353
win_method_entropy_abs_diff,0.0006187253
last_fight_ko_loss_diff,0.00032118257
recent_form_finish_rate_diff,0.00027469333
max_career_ko_losses,7.7417135e-05
ko_dependency_diff,0.0
submission_dependency_diff,0.0
win_method_entropy_diff,0.0
