bet_id,snapshot_run_id,bet_logged_at,event_name,fight_id,red_fighter_id,blue_fighter_id,red_fighter,blue_fighter,best_side,best_side_fighter_id,best_side_opponent_id,bookmaker,best_american_odds,best_implied_prob,best_prob,best_edge,best_ev,best_confidence,recommended_stake,passes_data_quality_filter,nonzero_feature_count,zero_feature_pct,red_feature_match,blue_feature_match,odds_match_type,odds_match_score,commence_time
0eb7e8fbb9c63baa,20260525_211634,2026-05-26T00:01:05.262783+00:00,UFC Fight Night: Song vs. Figueiredo,d33da8a3d82bdb62_vs_5c84f673b7bb7c15,d33da8a3d82bdb62,5c84f673b7bb7c15,Kai Asakura,Cameron Smotherman,Cameron Smotherman,5c84f673b7bb7c15,d33da8a3d82bdb62,DraftKings,235.0,0.2985074626865671,0.6842105388641357,0.3857030761775686,129.21053051948547,68.42105388641357,300.0,True,99,20.161290322580644,id_match,id_match,reversed_order,100.0,2026-05-30 11:00:00+00:00
558621722c99c9c4,20260525_211634,2026-05-26T00:01:05.262783+00:00,UFC Fight Night: Song vs. Figueiredo,4e30e4250cb08b61_vs_bc7d1ad49fcb2d08,4e30e4250cb08b61,bc7d1ad49fcb2d08,Loma Lookboonmee,Jaqueline Amorim,Jaqueline Amorim,bc7d1ad49fcb2d08,4e30e4250cb08b61,DraftKings,-115.0,0.5348837209302325,0.6073059439659119,0.0724222230356793,13.53980691536612,60.73059439659119,300.0,True,107,13.709677419354838,id_match,id_match,reversed_order,100.0,2026-05-30 08:00:00+00:00
