bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.50-0.55,0.5,0.55,1,0.5495379567146301,0.0,-0.5495379567146301,0.0,0.5495379567146301,100.0
0.55-0.60,0.55,0.6,3,0.5999999940395355,0.3333333333333333,-0.2666666607062022,0.3333333333333333,0.4000000059604645,0.0
0.60-0.65,0.6,0.65,5,0.609471571445465,0.8,0.190528428554535,0.8,0.609471571445465,100.0
0.65-0.70,0.65,0.7,365,0.6772505247429625,0.6794520547945205,0.002201530051557987,0.6794520547945205,0.6772505247429625,100.0
0.70-0.75,0.7,0.75,74,0.7119625722234314,0.7567567567567568,0.0447941845333254,0.7567567567567568,0.6945880558845159,95.94594594594594
0.75-0.80,0.75,0.8,5,0.75,0.6,-0.15000000000000002,0.6,0.75,100.0
0.80-0.85,0.8,0.85,3,0.8356500267982483,0.3333333333333333,-0.502316693464915,0.3333333333333333,0.8356500267982483,100.0
0.85-0.90,0.85,0.9,40,0.8571428656578064,0.775,-0.08214286565780637,0.775,0.8571428656578064,100.0
0.95-1.00,0.95,1.0,9,0.999999,0.6666666666666666,-0.33333233333333334,0.6666666666666666,0.999999,100.0
